5839196038,181,338,181,128,
5906955577,154,503,154,120,
5886667324,238,341,238,157,
5909353448,172,307,172,108,
5888803254,154,436,154,115,
5862234772,393,506,393,248,
5867482680,272,624,272,198,
5873252889,159,766,159,123,
5906917572,173,396,173,149,
5893898586,253,475,253,131,
5887259150,272,458,272,142,
5796166744,386,665,386,224,
5835619294,234,326,234,115,
5875356025,315,600,315,148,
5872982388,272,503,272,128,
5858765116,370,692,370,146,
5798344494,377,462,377,219,
5882985524,231,562,231,132,
5823260429,475,733,475,191,
5829699059,466,645,466,190,
5867400934,350,422,350,107,
5868706404,357,425,357,95,
5842861898,320,640,320,119,
5840342430,423,523,423,123,
5854611320,383,653,383,110,
5873526627,341,617,341,107,
5848847958,426,493,426,181,
5735175508,519,673,519,207,
5843210782,371,550,371,176,
5865712618,325,616,325,98,
5807852696,736,837,736,255,
5785995645,410,589,410,179,
5866498010,368,371,368,147,
5876116002,263,454,263,81,
5812158854,368,720,368,128,
5845772046,354,731,354,103,
5821488136,365,675,365,140,
5868644579,404,614,404,139,
5862654210,298,523,298,96,
